#1.2
56238	53
Name	Description	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
ENSG00000223828.1	BANF1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231378.1	NDUFAF4P4	0	0	0	0	0	0	0	0	0	0	0	0.05603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237249.1	RP1-102G20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223525.1	RABGAP1L-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01402	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235869.1	RP1-102G20.4	0	0	0	0	0	0	0	0	0	0	0.0323	0.03573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229531.1	RP1-102G20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01592	0	0	0	0	0	0	0	0	0	0	0	1.235	0	0	0	0
ENSG00000252552.1	RNU6-307P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116161.13	CACYBP	10.93	12.21	11.24	11.85	10.98	10.94	10.79	23.76	28.36	22.83	30.82	23.77	27.69	36.12	24.55	30.84	26.85	18.42	21.77	22.38	11.19	33.76	13.57	13.51	13.26	12.59	10.55	10.15	10.89	10.56	11.72	7.976	7.84	9.625	5.412	9.976	9.647	9.1	13.59	15.18	6.013	15.45	8.808	8.912	8.548	9.252	11.66	9.101	19.08	8.275	11.19	11.54	5.661
ENSG00000120333.4	MRPS14	10.5	9.686	13.68	9.612	10.76	9.616	10.9	12.75	10.73	11.47	10.76	10.43	10.95	11.4	10.45	13.14	11.72	10.77	15.38	14.16	11.52	13.33	9.294	11.2	12.42	10.94	9.819	11.32	7.987	11.29	10.61	7.13	6.172	9.193	6.653	9.175	10.27	5.14	11.84	11.79	7.57	11.41	12.24	7.124	7.603	9.677	11.69	9.62	10.75	13.38	12.81	9.719	2.289
ENSG00000206659.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181101.7	SDCCAG3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01625	0	0	0	0	0	0	0	0	0	0	0	0.01712	0	0	0	0	0	0
ENSG00000120332.11	TNN	1.582	0.9156	0.04143	0.02652	0.04746	0.02079	0.008217	0.01647	0.07207	0.01502	0.01588	0.01722	0.06781	0.06188	0.03876	0.01513	0.01908	0.02024	0.0261	0.03131	2.807	0.1563	0	0.03206	0.03641	0.1098	0.07654	0.08563	0.03837	0.1159	0.008835	0.09718	0.03751	0.0625	0.2636	0.1238	1.286	0.007421	0.05375	0.008148	0.03579	1.143	0.03533	1.214	0.5569	0.1383	0.2551	0.08875	0.1278	0.7378	0.008511	0.0479	0
ENSG00000235750.5	KIAA0040	17.61	16.32	3.444	7.811	6.842	8.193	7.975	1.16	0.8674	1.29	0.446	0.4626	0.7128	0.7724	1.088	1.436	0.9378	1.265	1.524	1.713	15.02	12.62	0.06259	7.131	10.5	5.032	6.55	11.39	3.654	10.68	11.96	7.293	4.93	9.744	3.061	26.12	12.58	4.702	7.279	2.5	8.228	4.645	8.142	3.97	5.079	8.489	19.26	8.153	1.552	8.096	5.763	7.039	22.1
ENSG00000230687.1	RP5-1114G22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233946.2	RP5-1114G22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260990.1	RP3-518E13.2	0.04712	0.04672	0	0	0	0	0	0.2949	0.2712	0.06785	0.1026	0.0844	0.175	0.1822	0.3149	0.2156	0.08804	0.05456	0.117	0.1505	0	0	0	0	0	0	0	0	0	0	0.02898	0	0	0	0	0	0.04844	0	0	0	0	0.06423	0	0	0	0	0	0	0.3262	0	0	0	0
ENSG00000116147.12	TNR	0.009363	0.009624	0.008274	0.01541	0.01074	0.007246	0.014	18.77	16.37	9.648	6.104	7.044	11.53	12.83	15.48	14.05	9.092	7.754	6.091	16.2	0.01188	0.004689	0	0.002974	0.006024	0.03621	0.02061	0.01383	0.007065	0.01613	0.01471	0.00706	0.003975	0.005705	0.0115	0.1274	0.01106	0.004709	0.007319	0.003166	0.04491	2.369	0.009509	0.005263	0.00433	0.1142	0.1612	0.02133	0.2366	0.01327	0.005086	0.006968	0.009808
ENSG00000235628.1	TNR-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284	0	0	0	0
ENSG00000224718.1	RP11-222A5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231	0	0	0	0
ENSG00000227740.1	RP11-318C24.2	0.2528	0.255	0.2233	0.2061	0.2376	0.1251	0.2392	0.6776	0.7253	0.895	2.269	1.657	0.9636	0.8575	0.7129	0.6881	0.9436	0.8469	0.311	0.3729	0.3028	0.1587	0.2689	0.2854	0.3469	0.213	0.338	0.1879	0.1674	0.1856	0.3746	0.1042	0.08798	0.3023	0.3049	0.3796	0.2075	0.06382	0.3077	0.2252	0.1232	0.4127	0.3973	0.2315	0.2058	0.4555	1.027	0.2309	0.4029	0.362	0.2576	0.1964	0.3907
ENSG00000230777.1	RP11-318C24.1	0	0	0	0	0	0	0	0	0.07688	0.1085	0.6786	0.4825	0.1266	0.1058	0.09026	0.1023	0.1426	0.07485	0	0	0	0	0.06503	0.1036	0	0	0	0	0	0	0.03814	0	0	0	0	0.1003	0	0	0	0	0	0	0	0	0	0.1123	0.152	0	0.08276	0	0	0	0.08954
ENSG00000143207.15	RFWD2	11.34	8.718	7.019	7.601	8.059	8.743	11.41	4.881	5.297	5.464	8.554	7.325	6.256	6.97	5.072	5.57	5.504	4.511	4.53	4.389	10.38	14.91	9.755	10.86	10.77	8.483	10.03	7.749	9.677	8.237	8.456	4.965	4.402	6.308	5.148	10.12	9.192	5.125	9.026	6.827	6.157	7.314	8.39	11.91	12.65	9.52	12.3	7.932	18.37	9.546	9.407	9.792	13.94
ENSG00000252906.1	SCARNA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228686.2	RP11-492I21.1	0.3064	0.1728	0.03245	0.09625	0.07173	0.1372	0.1747	0.0325	0.02134	0.02682	0.03336	0.02994	0.0289	0.01865	0.03402	0.02632	0	0.02619	0.1081	0.04903	0.2492	0.3218	0.02737	0.2733	0.3261	0.07989	0.1027	0.07116	0.125	0.06833	0.1003	0.08433	0.02595	0.02939	0.0848	0.2826	0.1514	0.04865	0.3059	0.1365	0.05712	0.07924	0.127	0.392	0.4057	0.123	0.1884	0.07382	0.07569	0.1538	0.1698	0.297	0.8954
ENSG00000236021.1	RP11-195C7.1	0.1363	0.05453	0.1264	0.05505	0.06902	0.05194	0.07693	0.3027	0.2531	0.2582	0.1829	0.1603	0.1914	0.2244	0.2647	0.2449	0.2578	0.1847	0.4349	0.349	0.1188	0.1969	0.07066	0.01414	0.07055	0.05766	0.1191	0.04421	0.04344	0.05323	0	0.1133	0.07848	0.1212	0.04245	0.07057	0.1356	0.02086	0.2883	0.05498	0.1194	0.2638	0.1214	0.07972	0.1509	0.1532	0.1688	0.09928	0.4721	0.2337	0.0559	0.03931	0.1408
ENSG00000232463.1	RP11-195C7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253025.1	RNU2-12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227815.2	RP11-195C7.3	0.04252	0	0.04978	0	0.02059	0	0.02485	0.09084	0.06845	0.08143	0.09178	0.08836	0.07086	0.05602	0.09194	0.09062	0.07952	0.08006	0.1641	0.112	0.03342	0.03025	0.04414	0	0	0	0.02847	0	0	0	0	0.02054	0.004982	0.02664	0.01998	0.01691	0.07172	0	0.08207	0	0.03381	0.1448	0.05632	0.02768	0.07511	0.04609	0.08532	0	0.08459	0.07959	0	0	0.0218
ENSG00000231020.1	RP11-357J22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225904.1	MORF4L1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116183.6	PAPPA2	0.316	0.2033	0.02552	0.1739	0.1453	0.05828	0.1126	0.198	0.09915	0.06725	0.3841	0.3509	0.1124	0.1033	0.1193	0.1036	0.08547	0.06259	0.2366	0.1248	0.7995	0.003354	0.744	1.482	0.9584	0.3754	0.2557	0.02253	0.006808	0.01941	0.1524	0.09901	0.03252	1.837	0.09506	0.09126	0.03602	0.01489	0.132	0.01115	0.1975	0.4182	0.0569	0.07542	0.07679	0.08513	0.007938	0.1545	0.3456	0.3209	0.07325	0.1028	0.003507
ENSG00000237514.2	PTP4A1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152092.11	ASTN1	0.01564	0.3048	7.846	0.02849	0.0344	0.01268	0.04346	9.451	14.12	10.34	9.211	9.372	14.42	15.25	8.464	9.19	13.52	6.981	3.679	5.223	0.3071	0.002929	0.03161	0.1422	0.186	0.2868	0.1163	0.4087	0.01513	0.504	0.5204	0.05983	0.1172	0.03822	0.03306	0.06171	0.1472	0.01199	0.03402	1.635	0.08547	6.452	0.131	0.03565	0.06132	0.1037	0.8439	0.1153	0.4686	0.02936	0.2151	0.1199	0.003877
ENSG00000202609.2	MIR488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198797.6	BRINP2	0.07493	0.1534	7.262	0.01408	0.04292	0.03197	0.02998	9.433	13.29	5.639	0.6158	1.008	19	16.71	6.15	6.113	7.661	4.92	1.494	3.975	0.186	0	0.03906	0.07275	0.1137	0.06102	0.04068	0.06678	0.01035	0.2011	0.1656	0.06858	0.06046	0.0245	0.05304	0.03134	0.06997	0.01002	0.08349	0.02733	0.02682	4.212	0.03551	0.02896	0.06222	0.031	0.442	0.03086	2.346	0.02129	0.04363	0.03611	0
ENSG00000222749.1	AL021398.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224968.1	RP1-35C21.1	0.07191	0.07666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03342	0	0	0	0	0	0.1527	0	0	0	0	0	0	0	0	0.1095	0	0	0	0	0.03033	0	0	0	0	0.1368	1.366	0	0	0	0	0	0
ENSG00000227579.1	RP1-35C21.2	0	0	0	0	0	0	0	0.06552	0.2385	0.03436	0	0	0.1468	0.172	0.04558	0.04129	0.04302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006953	0	0	0.03127	0	0	0	0	0	0	0	0	0	0	0	0	0.02331	0.02913	0.3949	0	0	0	0
ENSG00000266393.1	AL122019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236720.1	RP11-63B19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4651	0	0	0	0
ENSG00000120341.14	SEC16B	2.573	2.156	2.163	2.198	1.87	1.136	1.7	0.6229	1.191	0.6309	0.1204	0.2695	2.608	1.994	0.7124	0.847	0.4556	0.5586	0.6299	0.6793	3.153	0.01645	1.394	2.374	3.479	1.583	2.782	1.545	0.9092	1.401	2.353	1.778	1.483	3.459	13.26	1.412	2.653	1.183	4.561	2.642	4.805	5.026	1.836	1.243	1.115	6.676	4.556	4.364	1.451	3.064	2.379	2.095	0.02997
ENSG00000242193.5	RP11-568K15.1	5.623	4.423	5.263	3.797	3.498	2.305	2.99	1.75	1.337	1.331	0.4293	0.5588	1.51	1.39	1.666	1.775	1.071	1.599	2.717	2.579	6.483	0.01412	3.277	3.94	4.464	2.761	6.53	2.704	2.42	2.51	4.46	2.061	1.671	7.432	5.769	2.98	4.626	1.11	5.224	4.061	2.346	3.374	4.218	2.774	2.819	7.902	9.751	4.165	1.609	6.98	4.402	3.77	0.2263
ENSG00000224687.1	RASAL2-AS1	0.581	0.4351	0.2575	0.3489	0.6458	0.5826	0.3419	0.305	0.4382	0.5032	0.1477	0.1354	0.3688	0.4924	0.3706	0.3656	0.4554	0.4001	0.5954	0.3718	0.4864	0	0.6978	0.3464	0.4135	0.2061	0.2044	0.1947	0.4091	0.1973	0.41	0.3634	0.2878	0.373	0.1104	0.3521	0.3071	0.09861	0.5718	0.3647	0.1175	0.8759	0.2863	0.2466	0.2855	0.1698	0.2419	0.2041	0.5479	0.5049	0.4672	0.3969	0
ENSG00000075391.12	RASAL2	8.048	5.098	1.977	4.434	8.332	9.617	4.334	1.886	2.578	2.072	1.231	1.45	3.671	3.855	2.078	2.52	2.378	1.838	2.41	1.787	6.473	0.0513	6.446	5.926	4.112	2.991	2.317	2.643	6.699	2.577	4.36	4.03	3.896	2.774	0.7376	6.001	4.118	1.421	8.415	2.558	1.51	4.937	2.987	4.578	4.741	2.29	1.799	2.055	5.019	4.604	5.337	6.652	0.03392
ENSG00000270575.1	RP11-21M7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3149	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0
ENSG00000213058.3	RP4-765C7.2	0.01565	0	0	0.04755	0.08238	0.04971	0.1539	0	0	0	0	0	0.04836	0.04671	0.01217	0	0	0	0	0	0	0.07579	0.04446	0.2271	0.7484	0	0	0	0.1057	0.06898	0.2097	0	0.03913	0	0	0.0551	0	0	0.05653	0	0.09794	0	0	0.06956	0.06094	0	0	0	0	0.06806	0.05522	0.1473	0
ENSG00000260938.1	RP4-593C16.3	0.5383	0.4102	0.2755	0.4692	0.9149	0.831	0.428	0.935	2.081	1.805	1.2	1.11	2.756	3.318	1.256	1.162	1.492	1.711	0.4257	0.5124	0.5164	0	0.402	0.5211	0.3966	0.4383	0.3462	0.3983	0.385	0.3938	0.9319	0.3571	0.6	0.5107	0.1148	0.9332	0.3344	0.1557	0.9134	0.2311	0.2205	1.077	0.3861	0.3115	0.329	0.4114	0.5599	0.3299	0.3376	0.5246	0.6991	0.3915	0
ENSG00000188585.6	LINC00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7391	0	0	0	0
ENSG00000240021.5	TEX35	0	0	0.007319	0	0	0	0.01439	0	0.01388	0	0	0	0.01174	0.01146	0	0	0	0	0	0	0	0	0.009832	0.01789	0	0	0	0	0.01769	0	0	0.05312	0.01082	0	0	0	0.02725	0	0	0	0	0	0.01165	0.08558	0.07243	0	0.01125	0.02491	26.92	0	0	0.01355	0
ENSG00000213057.4	C1orf220	0.1038	0.114	0.1794	0.2084	0.1514	0.06125	0.4149	0.239	0.2101	0.2952	1.444	1.588	0.2753	0.2317	0.1822	0.3089	0.3679	0.1641	0.1481	0.1524	0.1687	0.6275	0.2295	0.3054	0.4372	0.8818	0.76	0.2833	0.3341	0.2569	0.3379	0.1941	0.206	0.2672	0.4172	0.1064	0.4008	0	0.5254	0.768	0.1852	0.8657	0.581	0.1401	0.1443	1.26	1.321	0.2891	0.455	0.7029	0.5037	0.5245	0.06784
ENSG00000201347.1	RNA5SP69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1442	0.1528	0	0	0	0	0	0
ENSG00000273384.1	RP5-1098D14.1	0.07201	0.05449	0.0804	0	0	0	0.0772	0.09465	0.1278	0.08091	0.1504	0.133	0.09247	0.08581	0.0934	0.1165	0.1064	0.05874	0.06644	0.02837	0.07436	0.1952	0.1232	0.1129	0.158	0.2255	0.09719	0.07998	0.03204	0.09605	0.1056	0	0	0.03396	0.06699	0	0.05261	0	0.2567	0.08003	0	0.09908	0.08674	0.07403	0.09515	0.2045	0.37	0.04325	0.3358	0.06592	0.07403	0.06902	0
ENSG00000266417.1	MIR4424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273062.1	RP11-428K3.1	0.01982	0.05364	0.164	0	0.009217	0	0.07747	0.02183	0.01389	0.0256	0.01978	0.02179	0.01449	0.01828	0.02058	0.04344	0.05169	0.01886	0	0.0214	0.0556	0.1471	0.05826	0.09095	0.08489	0.04914	0.1139	0.0264	0.09522	0.02711	0.3438	0.03818	0.02093	0.1695	0.2345	0.04758	0.09585	0	0.02803	0.1576	0.0691	0.06982	0.1426	0.06886	0.05788	0.3014	0.5647	0.05046	3.611	0.05436	0.04953	0.06789	0.07416
ENSG00000228196.1	PTPN2P1	0.07744	0.08875	0.05087	0.06062	0.0717	0.06931	0.0831	0	0	0.02314	0.05573	0.06597	0	0	0	0.01386	0.02166	0	0.02438	0	0.08903	0.2255	0.1283	0.15	0.08504	0.03973	0.07803	0.04047	0.08811	0.04106	0.09131	0.03577	0.01901	0.06348	0.03569	0.117	0.1388	0.03211	0.05843	0.1253	0.07679	0.07422	0.05629	0.08994	0.07743	0.1085	0.1512	0.05793	0.09009	0.08021	0.06867	0.09755	0.07693
ENSG00000201791.1	SNORA63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116191.13	RALGPS2	1.455	2.389	2.765	0.3999	0.6832	0.3915	3.57	0.7104	0.7333	0.8458	2.067	2	0.6318	0.7411	0.861	1.034	1.281	0.5407	0.6319	0.6459	2.454	7.28	6.129	3.967	3.61	3.628	4.422	2.085	7.437	2.033	5.999	1.519	0.882	1.911	4.222	1.408	2.669	0.3306	2.242	5.771	1.439	1.844	3.215	5.416	5.238	6.907	9.866	1.924	22.34	2.178	3.027	5.576	1.88
ENSG00000116194.8	ANGPTL1	14.91	12.65	14.68	9.834	17.53	30.37	14.04	0.6565	0.6078	0.5193	0.07336	0.09816	0.5978	0.4924	0.4366	0.2167	0.414	0.528	0.4157	0.2009	10.86	0.06734	2.734	9.186	5.031	27.56	9.932	24.43	3.401	26.57	36.37	4.719	2.632	1.752	1.288	5.832	4.75	5.176	7.683	20	2.349	0.254	3.27	2.843	3.395	7.215	2.31	2.484	2.493	15.61	26.55	5.437	0.03844
ENSG00000116199.7	FAM20B	10.9	11.03	10.07	13.32	14.46	18.87	14.79	8.408	10.38	8.228	10.8	8.491	10.46	13.19	7.896	9.006	9.127	6.667	6.83	7.8	9.685	8.457	12.72	12.51	11.97	16.12	8.566	16.76	6.357	17.72	13.4	9.164	7.675	6.96	3.482	9.123	6.385	6.661	16.84	11.22	4.089	13.21	9.327	6.532	6.533	6.39	6.134	6.448	5.035	8.573	13.79	9.039	1.576
ENSG00000232750.2	RP11-177A2.5	0.03459	0	0	0.03539	0	0	0.1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05572	0.07304	0.05553	0.09469	0	0	0.04951	0	0.05075	0	0.03792	0	0	0	0	0.05303	0.09553	0	0.09877	0.1156	0	0.07324	0.05968	0.117	0.06239	0.0537	0.05703	0	0.2358	0.1237	0.06529	0.1151	0
ENSG00000186283.9	TOR3A	6.96	7.678	7.697	6.144	6.89	5.237	7.636	3.083	3.385	4.009	2.044	2.428	3.864	3.701	2.982	3.915	4.378	3.618	3.581	3.455	7.897	17.22	7.448	8.576	8.701	6.928	8.814	6.493	6.491	6.292	9.999	3.708	2.747	7.221	4.857	8.861	9.253	4.874	8.78	7.867	6.023	9.205	9.086	7.52	7.348	10.49	19.53	7.662	2.368	8.354	8.254	7.347	4.355
ENSG00000143322.15	ABL2	4.881	3.925	1.835	2.571	2.927	2.696	2.221	1.889	2.099	2.881	5.115	4.102	2.063	2.539	2.11	2.256	3.279	2.386	2.205	1.796	3.629	1.223	9.545	2.911	3.01	2.648	1.872	2.205	1.234	2.102	2.491	1.422	0.9683	1.671	0.8538	3.484	2.378	0.9807	4.735	2.221	1.822	3.01	2.473	2.373	2.516	2.059	1.807	2.042	3.055	2.756	2.51	2.729	0.7103
ENSG00000234041.1	RP11-345I18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231905.2	SETP10	0	0	0	0	0	0	0	0	0	0	0.01555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212338.1	SNORA67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201619.1	SNORA67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231564.1	EIF4A1P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225711.1	RP11-345I18.4	0	0	0	0	0	0	0	0	0	0	0	0.02359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223794.1	COX5BP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228191.1	RP11-345I18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000057252.8	SOAT1	5.845	5.934	56.36	4.618	4.633	3.452	5.483	1.397	1.286	1.925	1.519	1.403	1.138	1.381	1.284	2.061	2.12	1.484	2.599	1.851	4.758	9.205	10.19	5.327	5.91	3.476	3.923	3.468	1.463	3.133	5.24	2.391	1.093	3.936	2.978	9.207	5.666	1.15	3.929	4.889	5.931	5.361	8.263	2.073	2.149	4.843	6.947	5.894	4.524	4	4.717	3.232	4.685
ENSG00000263633.1	RN7SL374P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162779.16	AXDND1	0.01551	0.01015	0.1679	0.006636	0.007503	0.006679	0.0838	0.02181	0.01393	0.03717	0.006325	0.008566	0.01626	0.01554	0.01846	0.03706	0.02697	0.01861	0.02381	0.0171	0.02056	0.01538	0.01601	0.01436	0.01005	0.01086	0.3821	0.006523	0.006588	0.006409	0.03404	0.005768	0.001838	0.3656	0.007798	0.02425	0.02139	0	0.02951	0.02229	0.02954	0.1622	0.03658	0.01834	0.0178	0.1592	0.01962	0.2299	8.484	0.1174	0.009774	0.01151	0
